food,drinking,dream,sex,toilet,output_need
0.12237616818191299,0.7930056338020705,0.5886038479348238,0.8664340355032307,0.5423105828935194,a_go_eat
0.8202418765259984,0.2377425816888793,0.33357386295984903,0.34183426434649783,0.26980417000410806,b_go_drink
0.8123009942459556,0.790761734278593,0.11718271533140401,0.7603980661027955,0.6995219810057778,c_go_sleep
0.8415032337098195,0.7324714917136188,0.5325775643463573,0.32051351074340073,0.5618617306094316,d_go_sex
0.477910057706721,0.44551424333528955,0.9083841093841265,0.7885482888475959,0.2948332242996976,e_go_to_toilet
0.23314868570994907,0.5063297597891525,0.02534921606628615,0.557717691571847,0.6585932100538788,c_go_sleep
0.7704210880851226,0.1121640517025907,0.0551327842905418,0.32999933679973975,0.45264485833633084,c_go_sleep
0.5249831706539779,0.8824209853073769,0.5910715451761556,0.5776435786360441,0.06548119458679036,e_go_to_toilet
0.6828395374323504,0.3331528970174096,0.39410081646706263,0.9582205080471466,0.29449013006170777,e_go_to_toilet
0.7275278465828702,0.5025774434068643,0.6108648003172465,0.5812390886509027,0.033308325588404575,e_go_to_toilet
0.5803893248427728,0.8474368360533385,0.28288813482972197,0.49247900126919597,0.33749718294789577,c_go_sleep
0.0570224797271528,0.48038476161492405,0.0999304680365588,0.38295936539711095,0.47248258967976964,a_go_eat
0.9675117741012518,0.6556986721497488,0.937960575770732,0.5015457487984147,0.5662475565933992,e_go_to_toilet
0.341495394687397,0.2693340171211235,0.7253566945090046,0.6763111097726933,0.570867146886103,b_go_drink
0.477910057706721,0.44551424333528955,0.9083841093841265,0.7885482888475959,0.2948332242996976,e_go_to_toilet
0.28002989194421457,0.9898369246979186,0.1388682714325784,0.4475254912767772,0.8476514233826412,c_go_sleep
0.5230733032397241,0.8528570375435883,0.7702999298202879,0.6464549742928438,0.9550957485988146,a_go_eat
0.9727710330832233,0.3240208357929112,0.1276096755610946,0.5023845929480543,0.7036898339052032,c_go_sleep
0.07121305303087577,0.9079171163967795,0.5819569189333488,0.992137077018306,0.2529377416738732,a_go_eat
0.832946483960885,0.8082181430764512,0.5008709376819701,0.42544846760284916,0.02511989428817052,e_go_to_toilet
0.8344208907102464,0.12335107539346524,0.52753138033247,0.6452207211132457,0.6279649261922393,b_go_drink
0.06570778496145147,0.9435804792840973,0.9268238433612689,0.5136483255189547,0.08217846688869435,a_go_eat
0.4644220030259232,0.6737449385225479,0.770081756578862,0.7743740075885226,0.15885824270099902,e_go_to_toilet
0.02876449961927985,0.015236885845537063,0.3191439760765401,0.9953768642085374,0.23804554820726886,b_go_drink
0.6316054097696081,0.936440400689587,0.6499780926840109,0.8188491988342732,0.4927091599486483,e_go_to_toilet
0.20087997348795705,0.27371683784092404,0.1399163419248287,0.644374922194402,0.6429902925934919,c_go_sleep
0.5967404516433906,0.28954741301715836,0.48558521058910464,0.3677923624324203,0.570864184481497,b_go_drink
0.4079349352692301,0.6806254159066726,0.7539798700465264,0.5242960118307305,0.1703561231159202,e_go_to_toilet
0.22517140160302362,0.4251155262731755,0.6172993635394458,0.8427123719498111,0.03068225459052587,e_go_to_toilet
0.9760487204144817,0.9714537944381347,0.29548513370375695,0.9227292719116902,0.8775730650145145,c_go_sleep
0.37879241485113513,0.97542784845983,0.9129528614046865,0.38856237861698506,0.604957493028446,d_go_sex
0.5327915341145822,0.7067073374908863,0.04662997077330722,0.8093323476353695,0.6302422703576908,c_go_sleep
0.08004428988382983,0.9658677462411845,0.9281286820569766,0.9077360901475735,0.37947155860002335,a_go_eat
0.6752484562605928,0.21109294942169599,0.05752217639741264,0.8983259443717015,0.9187426662422289,c_go_sleep
0.09670746330844326,0.5651224551607469,0.07125387784481807,0.6893256725426637,0.045116459426557176,e_go_to_toilet
0.9030232728874991,0.23132002350267866,0.9717504888877019,0.4604060489851496,0.004611331625112847,e_go_to_toilet
0.6939946591641863,0.6435703406566431,0.7236370073877695,0.8795650354845195,0.5277315479502293,e_go_to_toilet
0.9613519483720627,0.6954726638800347,0.980694992016523,0.35631148172542715,0.6489060612550047,d_go_sex
0.10711073905086321,0.49161742174086553,0.4659187235941309,0.9319546512779417,0.663705019050693,a_go_eat
0.3194400270928206,0.029105677482628156,0.7637680607811167,0.909836698535158,0.08773014724491945,b_go_drink
0.00044388880890122717,0.8738590657537194,0.348096887325128,0.5103204428439871,0.9492786232373367,a_go_eat
0.6767752897596748,0.27180617105403626,0.6432888957483549,0.8690407737541526,0.9033589300983893,b_go_drink
0.59042013733155,0.3447380792370036,0.2527501648239765,0.4696005834178902,0.21630917881838763,e_go_to_toilet
0.774582835406064,0.7443694184732552,0.7265924269916741,0.33568611361481426,0.22064641091653514,e_go_to_toilet
0.9786474044749178,0.12843095624746803,0.6504067757797165,0.9420617054103935,0.20388144423365606,b_go_drink
0.22719398795191237,0.8247137015974705,0.5317947725282712,0.7722231597803422,0.5133561722152323,a_go_eat
0.07100844665789241,0.7799444520627264,0.8196253592285355,0.5873784486371918,0.9015793184446728,a_go_eat
0.92867871983291,0.30192861440142027,0.36402902357337896,0.7735345435642005,0.1351385335997174,e_go_to_toilet
0.2471415409196871,0.23527282141049743,0.27354583788032827,0.33898249276507486,0.1515159152436838,e_go_to_toilet
0.6883011015724191,0.6197520441830726,0.6890818543555726,0.35832667749751257,0.7850262485816456,d_go_sex
0.8599021990886583,0.7082380656891519,0.2878875749922428,0.31436787521259496,0.5669947211261036,c_go_sleep
0.7519293240680693,0.4145371793304444,0.49576191111273993,0.33626062781628724,0.2856482631475584,e_go_to_toilet
0.6831188339754953,0.6254206071565687,0.3131120361101367,0.8901649807363103,0.961861875165636,c_go_sleep
0.015573402024506855,0.9377995953122892,0.7413805136772581,0.9584518082375684,0.5966683611018377,a_go_eat
0.7125859501774321,0.048083776296275804,0.8710996147607775,0.44136424178029365,0.6344175967303474,b_go_drink
0.042680586740009296,0.7704257164817773,0.6962855673433987,0.6564177968816544,0.6014549778201699,a_go_eat
0.03489716661262898,0.8092670628730249,0.1802670776214773,0.6236129153036163,0.16844084840335383,a_go_eat
0.45291819137362443,0.15473614464438545,0.6434198760936681,0.8343928124969211,0.8648449064278284,b_go_drink
0.0012284168191272204,0.5136551281947903,0.5217356869981478,0.6092899883283547,0.7171468030298294,a_go_eat
0.5061107828182178,0.17507568967988063,0.9456981588350257,0.7228416693463183,0.28150360374434735,b_go_drink
0.14682183912028945,0.2165089160972764,0.09903047476912774,0.41398068111439446,0.2838034504538781,c_go_sleep
0.7266678669757227,0.43830261816210814,0.24432473153399825,0.6629699065750236,0.691302705402356,c_go_sleep
0.20339465780108457,0.5329860572371002,0.6147652694245904,0.4472455292399685,0.04191726338147761,e_go_to_toilet
