food,drinking,dream,sex,toilet,high,output_need
0.8882825533088684,0.7126006415562848,0.00262613779355636,0.7643361184456895,0.9124632897897925,0.3070314121157428,go_c_sleep
0.32925894189462157,0.02772056652379773,0.8469317745811505,0.6454318264755764,0.3683434992433672,0.9481373376419846,go_b_drink
0.4809672619038632,0.8567889470491756,0.9858045179351306,0.7607158584721057,0.13093694375989173,0.772229330633351,go_e_to_toilet
0.5111432984177599,0.7431768239532681,0.06283082399568496,0.3493639388680572,0.631015262882525,0.3409970547856132,go_c_sleep
0.41719447970138224,0.1893050932016176,0.28974355065169055,0.6478844361877262,0.9922679141940449,0.501540547659511,go_b_drink
0.5155968064178137,0.3839660890869724,0.7108114159430373,0.6263534722589923,0.12103584960273062,0.5514755525546542,go_e_to_toilet
0.09272065670025909,0.9090995764869992,0.8733591351761987,0.8511761024123079,0.32875905670452343,0.9377838165942727,go_a_eat
0.8853691098575722,0.37494438748067516,0.9337871119988854,0.7884151339617959,0.651249297168678,0.5026691672316064,go_b_drink
0.4566741796419882,0.4106254332266257,0.6383975691982082,0.45890947081828437,0.724284014322794,0.6734988417568237,go_d_sex
0.013687245462085884,0.5015890752149468,0.43624852242224543,0.8840402974995916,0.11227634415066423,0.7703291276934655,go_a_eat
0.3708474612132181,0.46144515965246014,0.7730386063263175,0.4581123826386476,0.29438905075839594,0.47881423206861135,go_e_to_toilet
0.8831740383797431,0.6075193538656111,0.6257791159528547,0.5175804783002416,0.23376036211998485,0.4559442497795345,go_e_to_toilet
0.3087432227153515,0.5165417476743821,0.6027776668305721,0.9423823382377652,0.9920152175912835,0.7665262251180804,go_a_eat
0.040515007811041226,0.7788987042015015,0.6247030771776186,0.8994346158506636,0.12941122061844978,0.3205348201258918,go_a_eat
0.897700857633742,0.7106340316803611,0.47025058540500964,0.40560222173424215,0.25824934335169436,0.5853916300219324,go_e_to_toilet
0.5729417519253334,0.7304501727662792,0.1538471840036595,0.5479855361343584,0.08190777354710854,0.3820756818396845,go_e_to_toilet
0.030338197928513,0.19970784227191019,0.9848379949638685,0.9793877703485241,0.2519637584896607,0.9443983817880957,go_a_eat
0.4740057243157838,0.23091693889236142,0.36737517564389344,0.7085632382623419,0.8811601058111829,0.41956016396891066,go_b_drink
0.6708211532871597,0.6522732494436049,0.1646473854817686,0.9224165639270199,0.8323847825083194,0.5360679499903516,go_c_sleep
0.9720596657748583,0.7375705764862217,0.05863234235992876,0.8041109848675101,0.26002628514137394,0.9757001726212764,go_c_sleep
0.007043950786469133,0.26516316387656036,0.5023725301320032,0.6399045870402054,0.011632152709539212,0.37041629246867325,go_a_eat
0.804593209659175,0.5095124737746505,0.2806434280960971,0.46786674582419285,0.5293524872695649,0.9603344999251096,go_c_sleep
0.5559478145938864,0.8098197298506027,0.5640757410500683,0.6801296102341889,0.585223180645552,0.3910050823585493,go_c_sleep
